Sat,13/05/17,Kalmar,0 - 1,Häcken,View events,More info
,,AIK,1 - 0,Örebro,View events,More info
Sun,14/05/17,Halmstad,1 - 2,Hammarby,View events,More info
,,GIF Sundsvall,0 - 0,Jönköpings Södra,,More info
,,Sirius,4 - 1,Elfsborg,,
Sun,09/04/17,Jönköpings Södra,2 - 2,Halmstad,View events,More info
,,Häcken,0 - 0,Djurgården,,More info
Mon,10/04/17,Elfsborg,1 - 2,AIK,View events,More info
Tue,11/04/17,Malmö FF,2 - 0,GIF Sundsvall,View events,More info
Sun,16/04/17,Halmstad,0 - 3,Malmö FF,View events,More info
,,Örebro,2 - 1,Östersunds FK,View events,More info
,,GIF Sundsvall,1 - 2,Häcken,View events,More info
,,Djurgården,3 - 0,Elfsborg,View events,More info
Mon,17/04/17,Kalmar,1 - 3,Jönköpings Södra,View events,More info
,,AIK,1 - 2,Hammarby,View events,More info
,,Norrköping,0 - 2,Sirius,View events,More info
,,IFK Göteborg,1 - 1,AFC Eskilstuna,View events,More info
Thu,20/04/17,Elfsborg,3 - 0,Örebro,View events,More info
Sat,22/04/17,Jönköpings Södra,2 - 1,AIK,View events,More info
Sun,23/04/17,Hammarby,0 - 0,GIF Sundsvall,,More info
,,Häcken,1 - 2,Norrköping,View events,More info
,,AFC Eskilstuna,0 - 0,Halmstad,,More info
,,Östersunds FK,1 - 1,IFK Göteborg,View events,More info
Mon,24/04/17,Sirius,3 - 0,Kalmar,View events,More info
,,Malmö FF,3 - 2,Djurgården,View events,More info
Wed,26/04/17,AFC Eskilstuna,1 - 3,Östersunds FK,View events,More info
,,GIF Sundsvall,1 - 1,Elfsborg,View events,More info
,,IFK Göteborg,1 - 1,Hammarby,View events,More info
,,Örebro,0 - 0,Häcken,,More info
Thu,27/04/17,Halmstad,0 - 1,Djurgården,View events,More info
Sat,01/04/17,IFK Göteborg,1 - 1,Malmö FF,View events,More info
,,Halmstad,1 - 0,Östersunds FK,View events,More info
Sun,02/04/17,GIF Sundsvall,3 - 1,AFC Eskilstuna,View events,More info
,,AIK,0 - 0,Häcken,View events,More info
,,Norrköping,2 - 1,Hammarby,View events,More info
Mon,03/04/17,Kalmar,1 - 5,Elfsborg,View events,More info
,,Djurgården,0 - 2,Sirius,View events,More info
,,Örebro,2 - 1,Jönköpings Södra,View events,More info
Sat,08/04/17,AFC Eskilstuna,2 - 2,Örebro,View events,More info
Sun,09/04/17,Östersunds FK,1 - 0,Norrköping,View events,More info
,,Hammarby,1 - 1,Kalmar,View events,More info
,,Sirius,0 - 2,IFK Göteborg,,
Sun,27/08/17,Häcken,3 - 1,Jönköpings Södra,View events,More info
,,Kalmar,4 - 2,Sirius,View events,More info
,,AIK,1 - 1,Djurgården,View events,More info
,,GIF Sundsvall,2 - 1,Örebro,View events,More info
,,Elfsborg,1 - 0,Halmstad,View events,More info
,,Malmö FF,2 - 2,IFK Göteborg,View events,More info
Sat,09/09/17,Östersunds FK,3 - 0,AFC Eskilstuna,View events,More info
Sun,10/09/17,Halmstad,0 - 3,Häcken,View events,More info
,,Hammarby,1 - 1,AIK,View events,More info
,,Elfsborg,2 - 2,Kalmar,View events,More info
,,Örebro,2 - 1,Malmö FF,View events,More info
,,Sirius,0 - 1,GIF Sundsvall,View events,More info
,,Jönköpings Södra,1 - 2,Norrköping,,
Mon,11/09/17,IFK Göteborg,1 - 3,Djurgården,,
Fri,15/09/17,Kalmar,1 - 1,Norrköping,View events,More info
Sat,16/09/17,IFK Göteborg,1 - 1,Jönköpings Södra,View events,More info
,,Häcken,3 - 0,Elfsborg,View events,More info
,,Djurgården,4 - 1,Örebro,View events,More info
Sun,17/09/17,Sirius,0 - 5,Östersunds FK,View events,More info
,,AIK,4 - 1,Halmstad,View events,More info
,,Malmö FF,4 - 0,Hammarby,View events,More info
Mon,18/09/17,AFC Eskilstuna,1 - 2,GIF Sundsvall,View events,
Tue,19/09/17,Norrköping,4 - 1,Häcken,View events,More info
,,Elfsborg,2 - 2,Djurgården,View events,More info
Wed,20/09/17,Halmstad,1 - 1,Kalmar,View events,More info
,,Östersunds FK,2 - 2,Malmö FF,View events,More info
,,Jönköpings Södra,3 - 1,Sirius,View events,More info
,,Hammarby,2 - 1,IFK Göteborg,View events,More info
Thu,21/09/17,Örebro,2 - 3,AFC Eskilstuna,View events,More info
,,GIF Sundsvall,0 - 0,AIK,,
Sat,23/09/17,Halmstad,2 - 1,Norrköping,View events,More info
Sun,24/09/17,Kalmar,2 - 1,Östersunds FK,View events,More info
,,Djurgården,1 - 1,Hammarby,View events,More info
,,Jönköpings Södra,2 - 2,GIF Sundsvall,View events,More info
,,Häcken,1 - 6,AIK,,
Mon,25/09/17,Sirius,3 - 4,Örebro,View events,More info
,,Malmö FF,6 - 0,Elfsborg,View events,More info
,,AFC Eskilstuna,1 - 0,IFK Göteborg,,
Fri,29/09/17,IFK Göteborg,4 - 0,Sirius,View events,More info
Sat,30/09/17,AFC Eskilstuna,1 - 1,Jönköpings Södra,View events,More info
Sun,01/10/17,Östersunds FK,0 - 0,Häcken,,More info
,,GIF Sundsvall,0 - 5,Djurgården,View events,More info
,,Malmö FF,2 - 0,Halmstad,View events,More info
,,Hammarby,0 - 2,Norrköping,View events,More info
,,AIK,5 - 2,Elfsborg,View events,More info
,,Örebro,1 - 0,Kalmar,,
