Div,Date,HomeTeam,AwayTeam,FTHG,FTAG
SW1-1617.csv,08/05/16,Värnamo,Assyriska,1,0
SW1-1617.csv,11/05/16,Trelleborg,Örgryte,2,2
SW1-1617.csv,11/05/16,Sirius,Syrianska,3,1
SW1-1617.csv,11/05/16,Ängelholm,Dalkurd,1,2
SW1-1617.csv,11/05/16,Ljungskile,Frej,2,2
SW1-1617.csv,11/05/16,Degerfors,Värnamo,3,1
SW1-1617.csv,11/05/16,Assyriska,AFC Eskilstuna,0,2
SW1-1617.csv,11/05/16,GAIS,Åtvidaberg,1,0
SW1-1617.csv,12/05/16,Varberg,Halmstad,0,1
SW1-1617.csv,14/05/16,Ängelholm,Assyriska,0,3
SW1-1617.csv,15/05/16,Örgryte,Sirius,1,2
SW1-1617.csv,15/05/16,Dalkurd,Degerfors,2,2
SW1-1617.csv,15/05/16,AFC Eskilstuna,Varberg,1,1
SW1-1617.csv,15/05/16,Värnamo,GAIS,1,1
SW1-1617.csv,15/05/16,Frej,Trelleborg,0,2
SW1-1617.csv,15/05/16,Syrianska,Åtvidaberg,2,0
SW1-1617.csv,16/05/16,Halmstad,Ljungskile,1,0
SW1-1617.csv,21/05/16,Sirius,Degerfors,6,0
SW1-1617.csv,21/05/16,Värnamo,Syrianska,1,0
SW1-1617.csv,21/05/16,Frej,Örgryte,2,1
SW1-1617.csv,21/05/16,Trelleborg,Ljungskile,4,0
SW1-1617.csv,22/05/16,GAIS,Ängelholm,7,0
SW1-1617.csv,22/05/16,Assyriska,Varberg,1,1
SW1-1617.csv,23/05/16,Åtvidaberg,AFC Eskilstuna,4,0
SW1-1617.csv,23/05/16,Halmstad,Dalkurd,0,0
SW1-1617.csv,28/05/16,Dalkurd,Frej,2,0
SW1-1617.csv,28/05/16,Ljungskile,Ängelholm,2,2
SW1-1617.csv,28/05/16,Degerfors,Assyriska,0,3
SW1-1617.csv,28/05/16,Varberg,Sirius,1,0
SW1-1617.csv,29/05/16,Trelleborg,GAIS,1,1
SW1-1617.csv,29/05/16,Syrianska,AFC Eskilstuna,1,3
SW1-1617.csv,30/05/16,Åtvidaberg,Värnamo,1,0
SW1-1617.csv,30/05/16,Örgryte,Halmstad,1,2
SW1-1617.csv,04/06/16,Dalkurd,Åtvidaberg,5,0
SW1-1617.csv,04/06/16,AFC Eskilstuna,Frej,1,0
SW1-1617.csv,04/06/16,Ängelholm,Varberg,0,2
SW1-1617.csv,04/06/16,Degerfors,Ljungskile,0,0
SW1-1617.csv,04/06/16,Sirius,Trelleborg,2,1
SW1-1617.csv,06/06/16,Assyriska,GAIS,2,2
SW1-1617.csv,06/06/16,Halmstad,Syrianska,2,0
SW1-1617.csv,07/06/16,Värnamo,Örgryte,4,2
SW1-1617.csv,11/06/16,AFC Eskilstuna,Örgryte,2,0
SW1-1617.csv,11/06/16,Varberg,Degerfors,2,1
SW1-1617.csv,11/06/16,GAIS,Sirius,0,0
SW1-1617.csv,11/06/16,Frej,Värnamo,1,1
SW1-1617.csv,11/06/16,Åtvidaberg,Halmstad,1,1
SW1-1617.csv,12/06/16,Ljungskile,Assyriska,1,1
SW1-1617.csv,12/06/16,Trelleborg,Ängelholm,2,0
SW1-1617.csv,12/06/16,Syrianska,Dalkurd,1,2
SW1-1617.csv,16/06/16,Värnamo,AFC Eskilstuna,2,0
SW1-1617.csv,18/06/16,Örgryte,Dalkurd,0,1
SW1-1617.csv,18/06/16,Varberg,GAIS,1,0
SW1-1617.csv,18/06/16,Degerfors,Trelleborg,2,1
SW1-1617.csv,18/06/16,Frej,Halmstad,5,2
SW1-1617.csv,18/06/16,Ängelholm,Åtvidaberg,0,3
SW1-1617.csv,19/06/16,Sirius,Ljungskile,3,1
SW1-1617.csv,19/06/16,Assyriska,Syrianska,1,1
SW1-1617.csv,23/06/16,Halmstad,Värnamo,5,2
SW1-1617.csv,26/06/16,Dalkurd,AFC Eskilstuna,1,1
SW1-1617.csv,26/06/16,Syrianska,Örgryte,0,3
SW1-1617.csv,26/06/16,Trelleborg,Assyriska,2,0
SW1-1617.csv,26/06/16,Sirius,Ängelholm,1,0
SW1-1617.csv,26/06/16,Åtvidaberg,Frej,0,1
SW1-1617.csv,27/06/16,Ljungskile,Varberg,0,1
SW1-1617.csv,28/06/16,GAIS,Degerfors,2,2
SW1-1617.csv,02/07/16,AFC Eskilstuna,Halmstad,4,1
SW1-1617.csv,02/07/16,Varberg,Trelleborg,0,0
SW1-1617.csv,02/07/16,Värnamo,Dalkurd,1,0
SW1-1617.csv,02/07/16,Ljungskile,GAIS,1,0
SW1-1617.csv,02/07/16,Frej,Syrianska,1,1
SW1-1617.csv,02/07/16,Ängelholm,Degerfors,2,1
SW1-1617.csv,03/07/16,Assyriska,Sirius,1,2
SW1-1617.csv,23/07/16,Degerfors,Örgryte,2,3
SW1-1617.csv,23/07/16,Åtvidaberg,Ljungskile,3,2
SW1-1617.csv,23/07/16,Syrianska,Frej,2,2
SW1-1617.csv,23/07/16,Dalkurd,Värnamo,0,0
SW1-1617.csv,24/07/16,AFC Eskilstuna,Trelleborg,1,2
SW1-1617.csv,24/07/16,Sirius,Assyriska,5,3
SW1-1617.csv,24/07/16,Halmstad,Ängelholm,1,0
SW1-1617.csv,25/07/16,GAIS,Varberg,4,2
SW1-1617.csv,29/07/16,Örgryte,Syrianska,2,0
SW1-1617.csv,30/07/16,Trelleborg,Dalkurd,0,0
SW1-1617.csv,30/07/16,Ljungskile,Halmstad,0,1
SW1-1617.csv,30/07/16,Assyriska,Åtvidaberg,4,0
SW1-1617.csv,30/07/16,Ängelholm,Sirius,0,2
SW1-1617.csv,31/07/16,Varberg,AFC Eskilstuna,0,2
SW1-1617.csv,31/07/16,Frej,GAIS,1,2
SW1-1617.csv,01/08/16,Värnamo,Degerfors,1,1
SW1-1617.csv,02/08/16,Örgryte,Åtvidaberg,3,3
SW1-1617.csv,05/08/16,Dalkurd,Ljungskile,4,1
SW1-1617.csv,06/08/16,Sirius,Varberg,2,0
SW1-1617.csv,06/08/16,Degerfors,Ängelholm,2,1
SW1-1617.csv,06/08/16,GAIS,Assyriska,4,0
SW1-1617.csv,07/08/16,AFC Eskilstuna,Värnamo,5,0
SW1-1617.csv,07/08/16,Syrianska,Trelleborg,0,0
SW1-1617.csv,08/08/16,Halmstad,Frej,1,0
SW1-1617.csv,08/08/16,Åtvidaberg,Örgryte,3,1
SW1-1617.csv,11/08/16,Varberg,Syrianska,0,2
SW1-1617.csv,13/08/16,Ljungskile,Sirius,0,2
SW1-1617.csv,14/08/16,Dalkurd,Halmstad,1,0
SW1-1617.csv,14/08/16,Assyriska,Degerfors,0,1
SW1-1617.csv,14/08/16,Frej,AFC Eskilstuna,1,0
SW1-1617.csv,15/08/16,Trelleborg,Åtvidaberg,5,2
SW1-1617.csv,15/08/16,Värnamo,Ängelholm,1,1
SW1-1617.csv,16/08/16,Örgryte,GAIS,0,0
SW1-1617.csv,19/08/16,AFC Eskilstuna,Dalkurd,0,0
SW1-1617.csv,20/08/16,Ängelholm,Trelleborg,1,1
SW1-1617.csv,20/08/16,Degerfors,Sirius,1,0
SW1-1617.csv,20/08/16,Frej,Åtvidaberg,2,1
SW1-1617.csv,21/08/16,GAIS,Värnamo,3,1
SW1-1617.csv,21/08/16,Syrianska,Assyriska,1,0
SW1-1617.csv,22/08/16,Örgryte,Ljungskile,3,1
SW1-1617.csv,22/08/16,Halmstad,Varberg,3,0
SW1-1617.csv,27/08/16,Dalkurd,Syrianska,2,1
SW1-1617.csv,28/08/16,Åtvidaberg,Degerfors,3,2
SW1-1617.csv,28/08/16,Assyriska,Ängelholm,2,2
SW1-1617.csv,29/08/16,Sirius,GAIS,0,0
SW1-1617.csv,29/08/16,Värnamo,Halmstad,1,1
SW1-1617.csv,29/08/16,Ljungskile,AFC Eskilstuna,1,2
SW1-1617.csv,30/08/16,Trelleborg,Frej,4,1
SW1-1617.csv,31/08/16,Varberg,Örgryte,1,0
SW1-1617.csv,09/09/16,GAIS,Trelleborg,3,3
SW1-1617.csv,10/09/16,Degerfors,Varberg,0,2
SW1-1617.csv,10/09/16,Frej,Dalkurd,2,1
SW1-1617.csv,11/09/16,AFC Eskilstuna,Assyriska,0,0
SW1-1617.csv,11/09/16,Halmstad,Åtvidaberg,2,2
SW1-1617.csv,11/09/16,Syrianska,Sirius,0,2
SW1-1617.csv,11/09/16,Ängelholm,Ljungskile,1,1
SW1-1617.csv,12/09/16,Örgryte,Värnamo,2,2
SW1-1617.csv,16/09/16,Dalkurd,Ängelholm,1,1
SW1-1617.csv,16/09/16,Sirius,Värnamo,2,0
SW1-1617.csv,16/09/16,Åtvidaberg,Varberg,0,1
SW1-1617.csv,17/09/16,GAIS,AFC Eskilstuna,1,1
SW1-1617.csv,17/09/16,Ljungskile,Syrianska,1,2
SW1-1617.csv,18/09/16,Trelleborg,Degerfors,0,0
SW1-1617.csv,18/09/16,Assyriska,Frej,0,0
SW1-1617.csv,19/09/16,Halmstad,Örgryte,2,0
SW1-1617.csv,20/09/16,AFC Eskilstuna,Sirius,1,0
SW1-1617.csv,20/09/16,Ängelholm,GAIS,1,5
SW1-1617.csv,21/09/16,Varberg,Dalkurd,3,2
SW1-1617.csv,21/09/16,Värnamo,Frej,1,1
SW1-1617.csv,21/09/16,Assyriska,Ljungskile,1,1
SW1-1617.csv,22/09/16,Degerfors,Halmstad,0,2
SW1-1617.csv,22/09/16,Åtvidaberg,Syrianska,2,1
SW1-1617.csv,23/09/16,Örgryte,Trelleborg,3,0
SW1-1617.csv,25/09/16,GAIS,Ljungskile,0,3
SW1-1617.csv,25/09/16,Halmstad,Assyriska,2,2
SW1-1617.csv,26/09/16,Sirius,Åtvidaberg,3,3
SW1-1617.csv,26/09/16,Syrianska,Ängelholm,1,0
SW1-1617.csv,26/09/16,Frej,Varberg,2,0
SW1-1617.csv,27/09/16,Dalkurd,Örgryte,2,0
SW1-1617.csv,27/09/16,AFC Eskilstuna,Degerfors,5,1
SW1-1617.csv,27/09/16,Värnamo,Trelleborg,1,2
SW1-1617.csv,01/10/16,Åtvidaberg,Dalkurd,1,2
SW1-1617.csv,02/10/16,Syrianska,Halmstad,1,1
SW1-1617.csv,02/10/16,Ljungskile,Värnamo,2,0
SW1-1617.csv,02/10/16,Trelleborg,Sirius,0,2
SW1-1617.csv,03/10/16,Örgryte,AFC Eskilstuna,0,3
SW1-1617.csv,03/10/16,Ängelholm,Frej,0,0
SW1-1617.csv,03/10/16,Degerfors,GAIS,1,0
SW1-1617.csv,04/10/16,Varberg,Assyriska,4,0
SW1-1617.csv,14/10/16,GAIS,Halmstad,2,1
SW1-1617.csv,15/10/16,Varberg,Ängelholm,1,1
SW1-1617.csv,15/10/16,Degerfors,Dalkurd,0,0
SW1-1617.csv,16/10/16,AFC Eskilstuna,Syrianska,0,0
SW1-1617.csv,16/10/16,Värnamo,Åtvidaberg,1,3
SW1-1617.csv,16/10/16,Assyriska,Trelleborg,4,3
SW1-1617.csv,16/10/16,Frej,Ljungskile,1,4
SW1-1617.csv,17/10/16,Sirius,Örgryte,4,1
SW1-1617.csv,22/10/16,Dalkurd,Assyriska,1,1
SW1-1617.csv,23/10/16,Syrianska,Värnamo,1,1
SW1-1617.csv,23/10/16,Ljungskile,Degerfors,2,4
SW1-1617.csv,23/10/16,Trelleborg,Varberg,0,1
SW1-1617.csv,23/10/16,Ängelholm,AFC Eskilstuna,1,2
SW1-1617.csv,24/10/16,Halmstad,Sirius,0,1
SW1-1617.csv,24/10/16,Åtvidaberg,GAIS,4,2
SW1-1617.csv,25/10/16,Örgryte,Frej,2,1
SW1-1617.csv,29/10/16,Degerfors,Syrianska,3,3
SW1-1617.csv,29/10/16,AFC Eskilstuna,Åtvidaberg,3,0
SW1-1617.csv,29/10/16,Varberg,Ljungskile,2,1
SW1-1617.csv,30/10/16,GAIS,Dalkurd,0,1
SW1-1617.csv,30/10/16,Trelleborg,Halmstad,0,2
SW1-1617.csv,30/10/16,Ängelholm,Örgryte,0,1
SW1-1617.csv,30/10/16,Assyriska,Värnamo,1,0
SW1-1617.csv,31/10/16,Sirius,Frej,1,1
SW1-1617.csv,05/11/16,Dalkurd,Sirius,2,1
SW1-1617.csv,05/11/16,Örgryte,Assyriska,3,2
SW1-1617.csv,05/11/16,Syrianska,GAIS,1,0
SW1-1617.csv,05/11/16,Värnamo,Varberg,5,0
SW1-1617.csv,05/11/16,Ljungskile,Trelleborg,1,3
SW1-1617.csv,05/11/16,Frej,Degerfors,2,0
SW1-1617.csv,05/11/16,Halmstad,AFC Eskilstuna,0,2
SW1-1617.csv,05/11/16,Åtvidaberg,Ängelholm,4,1
