,,Frej,1 - 1,Syrianska,View events,More info
,,Ängelholm,2 - 1,Degerfors,View events,More info
Sun,03/07/16,Assyriska,1 - 2,Sirius,View events,More info
Sat,23/07/16,Degerfors,2 - 3,Örgryte,View events,More info
,,Åtvidaberg,3 - 2,Ljungskile,View events,More info
,,Syrianska,2 - 2,Frej,View events,More info
,,Dalkurd,0 - 0,Värnamo,,More info
Sun,24/07/16,AFC Eskilstuna,1 - 2,Trelleborg,View events,More info
,,Sirius,5 - 3,Assyriska,View events,More info
,,Halmstad,1 - 0,Ängelholm,View events,More info
Mon,25/07/16,GAIS,4 - 2,Varberg,View events,More info
Fri,29/07/16,Örgryte,2 - 0,Syrianska,View events,More info
Sat,30/07/16,Trelleborg,0 - 0,Dalkurd,,More info
,,Ljungskile,0 - 1,Halmstad,View events,More info
,,Assyriska,4 - 0,Åtvidaberg,View events,More info
,,Ängelholm,0 - 2,Sirius,View events,More info
Sun,31/07/16,Varberg,0 - 2,AFC Eskilstuna,View events,More info
,,Frej,1 - 2,GAIS,View events,More info
Mon,01/08/16,Värnamo,1 - 1,Degerfors,View events,More info
Tue,02/08/16,Örgryte,3 - 3,Åtvidaberg,View events,More info
Fri,05/08/16,Dalkurd,4 - 1,Ljungskile,View events,More info
Sat,06/08/16,Sirius,2 - 0,Varberg,View events,More info
,,Degerfors,2 - 1,Ängelholm,View events,More info
,,GAIS,4 - 0,Assyriska,,
Sun,07/08/16,AFC Eskilstuna,5 - 0,Värnamo,View events,More info
,,Syrianska,0 - 0,Trelleborg,,More info
Mon,08/08/16,Halmstad,1 - 0,Frej,View events,More info
,,Åtvidaberg,3 - 1,Örgryte,View events,More info
Thu,11/08/16,Varberg,0 - 2,Syrianska,View events,More info
Sat,13/08/16,Ljungskile,0 - 2,Sirius,View events,More info
Sun,14/08/16,Dalkurd,1 - 0,Halmstad,View events,More info
,,Assyriska,0 - 1,Degerfors,View events,More info
,,Frej,1 - 0,AFC Eskilstuna,View events,More info
Mon,15/08/16,Trelleborg,5 - 2,Åtvidaberg,View events,More info
,,Värnamo,1 - 1,Ängelholm,View events,More info
Tue,16/08/16,Örgryte,0 - 0,GAIS,,More info
Fri,19/08/16,AFC Eskilstuna,0 - 0,Dalkurd,,More info
Sat,20/08/16,Ängelholm,1 - 1,Trelleborg,View events,More info
,,Degerfors,1 - 0,Sirius,View events,More info
,,Frej,2 - 1,Åtvidaberg,View events,More info
Sun,21/08/16,GAIS,3 - 1,Värnamo,View events,More info
,,Syrianska,1 - 0,Assyriska,View events,More info
Mon,22/08/16,Örgryte,3 - 1,Ljungskile,View events,More info
,,Halmstad,3 - 0,Varberg,View events,More info
Sat,27/08/16,Dalkurd,2 - 1,Syrianska,View events,More info
Sun,28/08/16,Åtvidaberg,3 - 2,Degerfors,View events,More info
,,Assyriska,2 - 2,Ängelholm,View events,More info
Mon,29/08/16,Sirius,0 - 0,GAIS,,More info
,,Värnamo,1 - 1,Halmstad,View events,More info
Mon,29/08/16,Ljungskile,1 - 2,AFC Eskilstuna,View events,More info
Tue,30/08/16,Trelleborg,4 - 1,Frej,View events,More info
Wed,31/08/16,Varberg,1 - 0,Örgryte,View events,More info
Fri,09/09/16,GAIS,3 - 3,Trelleborg,View events,More info
Sat,10/09/16,Degerfors,0 - 2,Varberg,View events,More info
,,Frej,2 - 1,Dalkurd,View events,More info
Sun,11/09/16,AFC Eskilstuna,0 - 0,Assyriska,,More info
,,Halmstad,2 - 2,Åtvidaberg,View events,More info
,,Syrianska,0 - 2,Sirius,View events,More info
,,Ängelholm,1 - 1,Ljungskile,View events,More info
Mon,12/09/16,Örgryte,2 - 2,Värnamo,View events,More info
Fri,16/09/16,Dalkurd,1 - 1,Ängelholm,View events,More info
,,Sirius,2 - 0,Värnamo,View events,More info
,,Åtvidaberg,0 - 1,Varberg,View events,More info
Sat,17/09/16,GAIS,1 - 1,AFC Eskilstuna,View events,More info
,,Ljungskile,1 - 2,Syrianska,View events,More info
Sun,18/09/16,Trelleborg,0 - 0,Degerfors,View events,More info
,,Assyriska,0 - 0,Frej,View events,More info
Mon,19/09/16,Halmstad,2 - 0,Örgryte,View events,More info
Tue,20/09/16,AFC Eskilstuna,1 - 0,Sirius,View events,More info
,,Ängelholm,1 - 5,GAIS,View events,More info
Wed,21/09/16,Varberg,3 - 2,Dalkurd,View events,More info
,,Värnamo,1 - 1,Frej,View events,More info
,,Assyriska,1 - 1,Ljungskile,View events,More info
Thu,22/09/16,Degerfors,0 - 2,Halmstad,View events,More info
Thu,22/09/16,Åtvidaberg,2 - 1,Syrianska,View events,More info
Fri,23/09/16,Örgryte,3 - 0,Trelleborg,View events,More info
Sun,25/09/16,GAIS,0 - 3,Ljungskile,View events,More info
,,Halmstad,2 - 2,Assyriska,View events,More info
Mon,26/09/16,Sirius,3 - 3,Åtvidaberg,View events,More info
,,Syrianska,1 - 0,Ängelholm,View events,More info
,,Frej,2 - 0,Varberg,View events,More info
Tue,27/09/16,Dalkurd,2 - 0,Örgryte,View events,More info
,,AFC Eskilstuna,5 - 1,Degerfors,View events,More info
,,Värnamo,1 - 2,Trelleborg,View events,More info
Sat,01/10/16,Åtvidaberg,1 - 2,Dalkurd,View events,More info
Sun,02/10/16,Syrianska,1 - 1,Halmstad,View events,More info
,,Ljungskile,2 - 0,Värnamo,View events,More info
,,Trelleborg,0 - 2,Sirius,View events,More info
Mon,03/10/16,Örgryte,0 - 3,AFC Eskilstuna,View events,More info
,,Ängelholm,0 - 0,Frej,,More info
,,Degerfors,1 - 0,GAIS,View events,More info
Tue,04/10/16,Varberg,4 - 0,Assyriska,View events,More info
Fri,14/10/16,GAIS,2 - 1,Halmstad,View events,More info
Sat,15/10/16,Varberg,1 - 1,Ängelholm,View events,More info
,,Degerfors,0 - 0,Dalkurd,,More info
Sun,16/10/16,AFC Eskilstuna,0 - 0,Syrianska,,More info
,,Värnamo,1 - 3,Åtvidaberg,View events,More info
,,Assyriska,4 - 3,Trelleborg,View events,More info
,,Frej,1 - 4,Ljungskile,,
Mon,17/10/16,Sirius,4 - 1,Örgryte,View events,More info
Sat,22/10/16,Dalkurd,1 - 1,Assyriska,View events,More info
Sun,23/10/16,Syrianska,1 - 1,Värnamo,View events,More info
,,Ljungskile,2 - 4,Degerfors,View events,More info
,,Trelleborg,0 - 1,Varberg,View events,More info
,,Ängelholm,1 - 2,AFC Eskilstuna,View events,More info
Mon,24/10/16,Halmstad,0 - 1,Sirius,View events,More info
,,Åtvidaberg,4 - 2,GAIS,View events,More info
Tue,25/10/16,Örgryte,2 - 1,Frej,View events,More info
Sat,29/10/16,Degerfors,3 - 3,Syrianska,View events,More info
,,AFC Eskilstuna,3 - 0,Åtvidaberg,View events,More info
,,Varberg,2 - 1,Ljungskile,View events,More info
Sun,30/10/16,GAIS,0 - 1,Dalkurd,View events,More info
,,Trelleborg,0 - 2,Halmstad,View events,More info
,,Ängelholm,0 - 1,Örgryte,View events,More info
,,Assyriska,1 - 0,Värnamo,View events,More info
Mon,31/10/16,Sirius,1 - 1,Frej,View events,More info
Sat,05/11/16,Dalkurd,2 - 1,Sirius,View events,More info
,,Örgryte,3 - 2,Assyriska,View events,More info
,,Syrianska,1 - 0,GAIS,View events,More info
,,Värnamo,5 - 0,Varberg,View events,More info
,,Ljungskile,1 - 3,Trelleborg,View events,More info
,,Frej,2 - 0,Degerfors,View events,More info
,,Halmstad,0 - 2,AFC Eskilstuna,View events,More info
,,Åtvidaberg,4 - 1,Ängelholm,View events,More info
