Div,Date,HomeTeam,AwayTeam,FTHG,FTAG
SW0-1617.csv,27/04/16,Jönköpings Södra,Falkenberg,1,1
SW0-1617.csv,27/04/16,IFK Göteborg,Malmö FF,0,0
SW0-1617.csv,28/04/16,GIF Sundsvall,Kalmar,1,1
SW0-1617.csv,28/04/16,Häcken,Gefle,6,1
SW0-1617.csv,28/04/16,Helsingborg,AIK,2,1
SW0-1617.csv,28/04/16,Elfsborg,Djurgården,3,0
SW0-1617.csv,01/05/16,Falkenberg,Elfsborg,1,2
SW0-1617.csv,01/05/16,Hammarby,GIF Sundsvall,1,1
SW0-1617.csv,01/05/16,Malmö FF,Häcken,3,0
SW0-1617.csv,02/05/16,Norrköping,Helsingborg,3,0
SW0-1617.csv,02/05/16,Kalmar,Örebro,3,2
SW0-1617.csv,02/05/16,AIK,Jönköpings Södra,0,0
SW0-1617.csv,02/05/16,Gefle,IFK Göteborg,2,6
SW0-1617.csv,02/05/16,Djurgården,Östersunds FK,3,0
SW0-1617.csv,07/05/16,Östersunds FK,Kalmar,1,0
SW0-1617.csv,07/05/16,Elfsborg,Gefle,2,0
SW0-1617.csv,08/05/16,Jönköpings Södra,Norrköping,0,2
SW0-1617.csv,08/05/16,Helsingborg,Malmö FF,2,1
SW0-1617.csv,08/05/16,Häcken,AIK,2,3
SW0-1617.csv,09/05/16,Örebro,Hammarby,3,2
SW0-1617.csv,09/05/16,GIF Sundsvall,Falkenberg,2,1
SW0-1617.csv,09/05/16,IFK Göteborg,Djurgården,2,1
SW0-1617.csv,13/05/16,Jönköpings Södra,Helsingborg,1,1
SW0-1617.csv,14/05/16,Malmö FF,Gefle,3,0
SW0-1617.csv,14/05/16,Kalmar,Hammarby,1,1
SW0-1617.csv,15/05/16,Norrköping,GIF Sundsvall,3,1
SW0-1617.csv,15/05/16,Örebro,Elfsborg,1,0
SW0-1617.csv,15/05/16,Östersunds FK,IFK Göteborg,2,0
SW0-1617.csv,15/05/16,Falkenberg,Häcken,1,4
SW0-1617.csv,16/05/16,AIK,Djurgården,2,0
SW0-1617.csv,18/05/16,Hammarby,Malmö FF,2,3
SW0-1617.csv,18/05/16,GIF Sundsvall,Elfsborg,1,3
SW0-1617.csv,18/05/16,Häcken,Jönköpings Södra,3,1
SW0-1617.csv,18/05/16,Helsingborg,Östersunds FK,1,1
SW0-1617.csv,19/05/16,IFK Göteborg,Norrköping,1,1
SW0-1617.csv,19/05/16,Gefle,Örebro,0,4
SW0-1617.csv,19/05/16,Djurgården,Kalmar,0,3
SW0-1617.csv,20/05/16,Falkenberg,AIK,2,3
SW0-1617.csv,21/05/16,GIF Sundsvall,Östersunds FK,5,0
SW0-1617.csv,22/05/16,Kalmar,Häcken,1,1
SW0-1617.csv,22/05/16,Örebro,Norrköping,2,2
SW0-1617.csv,22/05/16,Elfsborg,Jönköpings Södra,3,3
SW0-1617.csv,22/05/16,Djurgården,Helsingborg,3,0
SW0-1617.csv,23/05/16,Gefle,AIK,0,1
SW0-1617.csv,23/05/16,IFK Göteborg,Hammarby,2,1
SW0-1617.csv,23/05/16,Malmö FF,Falkenberg,2,0
SW0-1617.csv,28/05/16,Östersunds FK,Malmö FF,1,4
SW0-1617.csv,28/05/16,Jönköpings Södra,GIF Sundsvall,1,1
SW0-1617.csv,28/05/16,AIK,Örebro,0,0
SW0-1617.csv,29/05/16,Hammarby,Gefle,2,1
SW0-1617.csv,29/05/16,Helsingborg,IFK Göteborg,1,3
SW0-1617.csv,29/05/16,Falkenberg,Kalmar,1,2
SW0-1617.csv,29/05/16,Norrköping,Elfsborg,0,0
SW0-1617.csv,29/05/16,Häcken,Djurgården,3,1
SW0-1617.csv,09/07/16,Djurgården,Norrköping,0,1
SW0-1617.csv,09/07/16,Häcken,Hammarby,4,2
SW0-1617.csv,09/07/16,Gefle,Falkenberg,1,2
SW0-1617.csv,10/07/16,IFK Göteborg,GIF Sundsvall,4,1
SW0-1617.csv,10/07/16,Östersunds FK,Jönköpings Södra,1,0
SW0-1617.csv,10/07/16,Helsingborg,Elfsborg,2,4
SW0-1617.csv,10/07/16,Kalmar,AIK,1,1
SW0-1617.csv,11/07/16,Malmö FF,Örebro,1,0
SW0-1617.csv,16/07/16,Norrköping,Östersunds FK,3,3
SW0-1617.csv,16/07/16,GIF Sundsvall,Helsingborg,0,2
SW0-1617.csv,17/07/16,Elfsborg,IFK Göteborg,1,1
SW0-1617.csv,17/07/16,AIK,Malmö FF,1,1
SW0-1617.csv,17/07/16,Hammarby,Falkenberg,3,3
SW0-1617.csv,17/07/16,Örebro,Häcken,0,0
SW0-1617.csv,18/07/16,Gefle,Kalmar,4,2
SW0-1617.csv,18/07/16,Jönköpings Södra,Djurgården,1,0
SW0-1617.csv,23/07/16,Norrköping,Gefle,2,0
SW0-1617.csv,23/07/16,Malmö FF,Kalmar,1,1
SW0-1617.csv,23/07/16,Falkenberg,Örebro,1,3
SW0-1617.csv,24/07/16,Hammarby,AIK,0,3
SW0-1617.csv,24/07/16,IFK Göteborg,Jönköpings Södra,2,1
SW0-1617.csv,24/07/16,Helsingborg,Häcken,0,2
SW0-1617.csv,25/07/16,Elfsborg,Östersunds FK,3,1
SW0-1617.csv,25/07/16,Djurgården,GIF Sundsvall,1,3
SW0-1617.csv,30/07/16,Östersunds FK,Elfsborg,0,0
SW0-1617.csv,30/07/16,GIF Sundsvall,Norrköping,1,2
SW0-1617.csv,30/07/16,Gefle,Hammarby,0,2
SW0-1617.csv,31/07/16,Jönköpings Södra,IFK Göteborg,1,1
SW0-1617.csv,31/07/16,AIK,Falkenberg,2,0
SW0-1617.csv,31/07/16,Häcken,Helsingborg,1,1
SW0-1617.csv,01/08/16,Örebro,Malmö FF,0,3
SW0-1617.csv,01/08/16,Kalmar,Djurgården,2,1
SW0-1617.csv,05/08/16,Helsingborg,Gefle,2,3
SW0-1617.csv,06/08/16,Östersunds FK,GIF Sundsvall,4,0
SW0-1617.csv,06/08/16,Falkenberg,Jönköpings Södra,0,5
SW0-1617.csv,07/08/16,Malmö FF,AIK,2,0
SW0-1617.csv,07/08/16,Elfsborg,Häcken,2,4
SW0-1617.csv,07/08/16,Hammarby,Kalmar,2,1
SW0-1617.csv,07/08/16,Norrköping,Örebro,3,1
SW0-1617.csv,08/08/16,Djurgården,IFK Göteborg,3,1
SW0-1617.csv,10/08/16,Norrköping,Häcken,3,1
SW0-1617.csv,12/08/16,IFK Göteborg,Falkenberg,2,0
SW0-1617.csv,13/08/16,AIK,Helsingborg,2,1
SW0-1617.csv,13/08/16,Gefle,Norrköping,0,0
SW0-1617.csv,14/08/16,Kalmar,Malmö FF,1,1
SW0-1617.csv,14/08/16,Djurgården,Elfsborg,2,2
SW0-1617.csv,14/08/16,Häcken,Örebro,0,1
SW0-1617.csv,15/08/16,Jönköpings Södra,Östersunds FK,1,1
SW0-1617.csv,15/08/16,GIF Sundsvall,Hammarby,0,0
SW0-1617.csv,20/08/16,Östersunds FK,Djurgården,1,0
SW0-1617.csv,20/08/16,Helsingborg,Kalmar,0,1
SW0-1617.csv,21/08/16,Hammarby,IFK Göteborg,2,0
SW0-1617.csv,21/08/16,Örebro,AIK,0,2
SW0-1617.csv,21/08/16,Falkenberg,Gefle,1,1
SW0-1617.csv,22/08/16,Elfsborg,GIF Sundsvall,4,0
SW0-1617.csv,22/08/16,Malmö FF,Jönköpings Södra,4,1
SW0-1617.csv,27/08/16,Kalmar,Norrköping,0,1
SW0-1617.csv,27/08/16,Djurgården,Gefle,2,1
SW0-1617.csv,28/08/16,Jönköpings Södra,Elfsborg,1,0
SW0-1617.csv,28/08/16,AIK,Hammarby,0,0
SW0-1617.csv,28/08/16,Häcken,Östersunds FK,3,1
SW0-1617.csv,28/08/16,GIF Sundsvall,Malmö FF,0,1
SW0-1617.csv,28/08/16,IFK Göteborg,Helsingborg,2,0
SW0-1617.csv,28/08/16,Örebro,Falkenberg,3,2
SW0-1617.csv,10/09/16,Elfsborg,Kalmar,1,1
SW0-1617.csv,11/09/16,GIF Sundsvall,AIK,1,3
SW0-1617.csv,11/09/16,Falkenberg,Djurgården,1,2
SW0-1617.csv,11/09/16,Östersunds FK,Helsingborg,2,0
SW0-1617.csv,11/09/16,Norrköping,Jönköpings Södra,5,1
SW0-1617.csv,12/09/16,Malmö FF,IFK Göteborg,3,1
SW0-1617.csv,12/09/16,Hammarby,Örebro,1,1
SW0-1617.csv,12/09/16,Gefle,Häcken,2,2
SW0-1617.csv,16/09/16,Jönköpings Södra,Hammarby,0,1
SW0-1617.csv,16/09/16,Örebro,GIF Sundsvall,3,3
SW0-1617.csv,17/09/16,Kalmar,Östersunds FK,2,0
SW0-1617.csv,18/09/16,Elfsborg,Falkenberg,5,0
SW0-1617.csv,18/09/16,AIK,Gefle,1,0
SW0-1617.csv,18/09/16,Helsingborg,Norrköping,1,2
SW0-1617.csv,18/09/16,Djurgården,Malmö FF,3,1
SW0-1617.csv,19/09/16,Häcken,IFK Göteborg,2,2
SW0-1617.csv,21/09/16,Östersunds FK,Norrköping,0,2
SW0-1617.csv,21/09/16,Helsingborg,GIF Sundsvall,2,1
SW0-1617.csv,21/09/16,Kalmar,Falkenberg,3,0
SW0-1617.csv,21/09/16,Gefle,Jönköpings Södra,0,1
SW0-1617.csv,21/09/16,Djurgården,AIK,0,3
SW0-1617.csv,22/09/16,Hammarby,Häcken,2,3
SW0-1617.csv,22/09/16,IFK Göteborg,Örebro,3,2
SW0-1617.csv,22/09/16,Malmö FF,Elfsborg,1,0
SW0-1617.csv,24/09/16,Jönköpings Södra,Kalmar,0,1
SW0-1617.csv,25/09/16,Elfsborg,AIK,2,2
SW0-1617.csv,25/09/16,Malmö FF,Helsingborg,2,0
SW0-1617.csv,26/09/16,Norrköping,Djurgården,1,3
SW0-1617.csv,26/09/16,GIF Sundsvall,Häcken,0,0
SW0-1617.csv,26/09/16,IFK Göteborg,Östersunds FK,2,0
SW0-1617.csv,26/09/16,Falkenberg,Hammarby,0,2
SW0-1617.csv,26/09/16,Örebro,Gefle,2,2
SW0-1617.csv,30/09/16,Helsingborg,Hammarby,0,1
SW0-1617.csv,01/10/16,GIF Sundsvall,Jönköpings Södra,3,1
SW0-1617.csv,01/10/16,Östersunds FK,Falkenberg,6,1
SW0-1617.csv,01/10/16,Häcken,Malmö FF,2,4
SW0-1617.csv,02/10/16,Kalmar,IFK Göteborg,4,2
SW0-1617.csv,02/10/16,Gefle,Elfsborg,2,2
SW0-1617.csv,02/10/16,AIK,Norrköping,6,0
SW0-1617.csv,02/10/16,Djurgården,Örebro,3,2
SW0-1617.csv,15/10/16,Falkenberg,GIF Sundsvall,1,1
SW0-1617.csv,16/10/16,Norrköping,Malmö FF,1,2
SW0-1617.csv,16/10/16,AIK,Östersunds FK,2,0
SW0-1617.csv,16/10/16,Örebro,Kalmar,2,1
SW0-1617.csv,16/10/16,Jönköpings Södra,Häcken,1,1
SW0-1617.csv,16/10/16,Elfsborg,Helsingborg,1,0
SW0-1617.csv,17/10/16,Hammarby,Djurgården,4,2
SW0-1617.csv,17/10/16,IFK Göteborg,Gefle,3,3
SW0-1617.csv,21/10/16,Gefle,GIF Sundsvall,1,1
SW0-1617.csv,22/10/16,Malmö FF,Östersunds FK,0,3
SW0-1617.csv,23/10/16,Norrköping,Falkenberg,2,1
SW0-1617.csv,23/10/16,Örebro,Helsingborg,0,0
SW0-1617.csv,23/10/16,Hammarby,Elfsborg,2,4
SW0-1617.csv,23/10/16,Häcken,Kalmar,2,3
SW0-1617.csv,24/10/16,IFK Göteborg,AIK,1,0
SW0-1617.csv,24/10/16,Djurgården,Jönköpings Södra,0,2
SW0-1617.csv,26/10/16,Östersunds FK,Hammarby,2,0
SW0-1617.csv,26/10/16,Elfsborg,Norrköping,2,1
SW0-1617.csv,26/10/16,Kalmar,Gefle,0,1
SW0-1617.csv,26/10/16,Falkenberg,Malmö FF,0,3
SW0-1617.csv,27/10/16,Jönköpings Södra,Örebro,1,1
SW0-1617.csv,27/10/16,GIF Sundsvall,IFK Göteborg,1,3
SW0-1617.csv,27/10/16,Helsingborg,Djurgården,1,2
SW0-1617.csv,27/10/16,AIK,Häcken,2,1
SW0-1617.csv,30/10/16,Hammarby,Norrköping,1,1
SW0-1617.csv,30/10/16,Kalmar,GIF Sundsvall,2,0
SW0-1617.csv,30/10/16,Gefle,Malmö FF,1,0
SW0-1617.csv,30/10/16,Falkenberg,Helsingborg,1,4
SW0-1617.csv,31/10/16,Jönköpings Södra,AIK,0,0
SW0-1617.csv,31/10/16,IFK Göteborg,Elfsborg,2,2
SW0-1617.csv,31/10/16,Djurgården,Häcken,1,0
SW0-1617.csv,31/10/16,Örebro,Östersunds FK,1,5
SW0-1617.csv,06/11/16,Malmö FF,Hammarby,3,0
SW0-1617.csv,06/11/16,Östersunds FK,Gefle,2,4
SW0-1617.csv,06/11/16,GIF Sundsvall,Djurgården,2,5
SW0-1617.csv,06/11/16,Norrköping,IFK Göteborg,3,1
SW0-1617.csv,06/11/16,Häcken,Falkenberg,7,0
SW0-1617.csv,06/11/16,Helsingborg,Jönköpings Södra,2,0
SW0-1617.csv,06/11/16,Elfsborg,Örebro,2,1
SW0-1617.csv,06/11/16,AIK,Kalmar,3,1
