Wed,17/05/17,Trelleborg,2 - 1,Frej,View events,More info
,,Varberg,7 - 1,GAIS,View events,More info
,,Degerfors,1 - 2,Åtvidaberg,View events,More info
,,Dalkurd,3 - 1,Värnamo,View events,More info
,,Örgryte,2 - 1,Falkenberg,View events,More info
Thu,18/05/17,Helsingborg,3 - 2,Norrby,View events,More info
,,Gefle,1 - 3,Öster,View events,More info
Sat,20/05/17,Åtvidaberg,1 - 1,Trelleborg,View events,More info
,,Brommapojkarna,3 - 0,Varberg,View events,More info
Sun,21/05/17,Frej,0 - 0,Degerfors,,More info
,,Falkenberg,2 - 0,Dalkurd,View events,More info
,,Syrianska,2 - 0,Örgryte,,
Sun,21/05/17,Värnamo,1 - 2,Norrby,View events,More info
Mon,22/05/17,Öster,1 - 2,Helsingborg,View events,More info
Tue,23/05/17,GAIS,1 - 0,Gefle,View events,More info
Thu,25/05/17,Örgryte,2 - 0,Värnamo,View events,More info
Sat,27/05/17,Norrby,3 - 0,Frej,View events,More info
,,Varberg,3 - 5,Falkenberg,View events,More info
,,Dalkurd,3 - 0,Åtvidaberg,View events,More info
,,Degerfors,2 - 1,GAIS,View events,More info
Sun,28/05/17,Trelleborg,4 - 1,Öster,View events,More info
,,Gefle,1 - 3,Brommapojkarna,View events,More info
Mon,29/05/17,Helsingborg,3 - 1,Syrianska,View events,More info
Thu,01/06/17,Åtvidaberg,2 - 1,Varberg,View events,More info
Sat,03/06/17,Brommapojkarna,1 - 0,Degerfors,View events,More info
,,Öster,2 - 1,Norrby,View events,More info
,,Värnamo,3 - 0,Frej,View events,More info
,,Syrianska,0 - 3,Dalkurd,View events,More info
Sun,04/06/17,Gefle,0 - 1,Örgryte,View events,More info
,,Falkenberg,1 - 1,Helsingborg,View events,More info
Mon,05/06/17,GAIS,1 - 0,Trelleborg,View events,More info
Sat,10/06/17,Norrby,1 - 1,Syrianska,View events,More info
,,Degerfors,2 - 0,Gefle,View events,More info
,,Frej,2 - 0,Falkenberg,View events,More info
,,Varberg,0 - 0,Trelleborg,,More info
Sun,11/06/17,GAIS,0 - 1,Åtvidaberg,View events,More info
,,Öster,1 - 2,Värnamo,,
Mon,12/06/17,Örgryte,1 - 0,Dalkurd,View events,More info
,,Helsingborg,0 - 4,Brommapojkarna,View events,More info
Sat,17/06/17,Brommapojkarna,3 - 2,GAIS,View events,More info
,,Varberg,4 - 0,Degerfors,View events,More info
,,Värnamo,1 - 1,Falkenberg,View events,More info
,,Åtvidaberg,1 - 1,Öster,View events,More info
,,Syrianska,4 - 2,Frej,View events,More info
Sun,18/06/17,Dalkurd,5 - 0,Helsingborg,View events,More info
,,Norrby,5 - 1,Örgryte,View events,More info
Mon,19/06/17,Trelleborg,0 - 1,Gefle,View events,More info
Thu,22/06/17,Örgryte,1 - 2,Degerfors,View events,More info
Sun,25/06/17,Gefle,0 - 1,Åtvidaberg,View events,More info
,,Öster,5 - 2,Varberg,View events,More info
,,Frej,0 - 1,GAIS,View events,More info
,,Falkenberg,3 - 1,Syrianska,View events,More info
Mon,26/06/17,Trelleborg,3 - 1,Brommapojkarna,View events,More info
,,Värnamo,1 - 1,Helsingborg,View events,More info
,,Dalkurd,4 - 1,Norrby,View events,More info
Sat,22/07/17,Norrby,0 - 3,Falkenberg,View events,More info
,,Varberg,2 - 0,Gefle,View events,More info
,,Degerfors,2 - 3,Trelleborg,View events,More info
,,Åtvidaberg,0 - 5,Brommapojkarna,View events,More info
,,Helsingborg,1 - 0,Örgryte,View events,More info
Sun,23/07/17,Frej,0 - 3,Dalkurd,View events,More info
,,Syrianska,1 - 5,Värnamo,View events,More info
Mon,24/07/17,GAIS,2 - 2,Öster,View events,More info
Sat,29/07/17,Brommapojkarna,0 - 1,Frej,View events,More info
,,Trelleborg,2 - 1,Värnamo,View events,More info
,,Syrianska,1 - 2,Helsingborg,View events,More info
,,Gefle,2 - 1,GAIS,View events,More info
,,Dalkurd,1 - 1,Degerfors,View events,More info
Sun,30/07/17,Öster,3 - 0,Åtvidaberg,View events,More info
,,Falkenberg,2 - 1,Varberg,View events,More info
Mon,31/07/17,Örgryte,2 - 1,Norrby,View events,More info
Fri,04/08/17,Degerfors,3 - 0,Örgryte,View events,More info
Sat,05/08/17,Norrby,3 - 2,Helsingborg,View events,More info
,,Varberg,1 - 3,Öster,View events,More info
,,GAIS,1 - 1,Falkenberg,View events,More info
,,Frej,2 - 3,Syrianska,View events,More info
Sun,06/08/17,Åtvidaberg,1 - 4,Dalkurd,View events,More info
,,Brommapojkarna,3 - 0,Trelleborg,View events,More info
,,Värnamo,2 - 2,Gefle,View events,More info
Tue,08/08/17,Öster,2 - 0,GAIS,View events,More info
,,Syrianska,3 - 4,Norrby,View events,More info
Wed,09/08/17,Dalkurd,3 - 2,Frej,View events,More info
,,Örgryte,0 - 2,Brommapojkarna,View events,More info
,,Gefle,2 - 0,Varberg,View events,More info
,,Falkenberg,2 - 0,Värnamo,View events,More info
Thu,10/08/17,Trelleborg,2 - 1,Degerfors,View events,More info
,,Helsingborg,0 - 0,Åtvidaberg,,
Sat,12/08/17,Öster,1 - 1,Gefle,View events,More info
,,GAIS,2 - 1,Syrianska,View events,More info
Sun,13/08/17,Varberg,1 - 1,Brommapojkarna,View events,More info
,,Värnamo,1 - 1,Dalkurd,View events,More info
Mon,14/08/17,Åtvidaberg,0 - 0,Örgryte,,More info
,,Frej,4 - 0,Helsingborg,View events,More info
Tue,15/08/17,Trelleborg,5 - 1,Norrby,View events,More info
,,Degerfors,1 - 1,Falkenberg,View events,More info
Fri,18/08/17,Örgryte,1 - 3,Frej,View events,More info
Sat,19/08/17,Syrianska,2 - 1,Öster,View events,More info
,,Degerfors,1 - 0,Varberg,View events,More info
Sun,20/08/17,Brommapojkarna,2 - 1,Värnamo,View events,More info
,,Helsingborg,1 - 0,GAIS,View events,More info
,,Norrby,0 - 3,Dalkurd,View events,More info
,,Falkenberg,2 - 0,Åtvidaberg,View events,More info
Mon,21/08/17,Gefle,1 - 2,Trelleborg,View events,More info
Sat,26/08/17,Frej,1 - 2,Norrby,View events,More info
,,Dalkurd,2 - 1,Örgryte,View events,More info
Sun,27/08/17,Varberg,3 - 1,Syrianska,View events,More info
,,Brommapojkarna,1 - 5,Falkenberg,View events,More info
Mon,28/08/17,Värnamo,2 - 1,Öster,View events,More info
,,GAIS,1 - 0,Degerfors,View events,More info
,,Åtvidaberg,0 - 2,Gefle,View events,More info
Tue,29/08/17,Trelleborg,1 - 1,Helsingborg,View events,More info
Fri,01/09/17,Öster,1 - 0,Frej,,
Sat,02/09/17,Degerfors,3 - 2,Brommapojkarna,View events,More info
,,Falkenberg,0 - 4,Gefle,View events,More info
Sun,03/09/17,Syrianska,0 - 2,Trelleborg,View events,More info
Mon,04/09/17,Norrby,1 - 1,Varberg,View events,More info
,,GAIS,1 - 1,Örgryte,View events,More info
,,Åtvidaberg,1 - 3,Värnamo,View events,More info
Tue,05/09/17,Helsingborg,2 - 2,Dalkurd,View events,More info
Fri,08/09/17,Degerfors,1 - 1,Öster,View events,More info
Sat,09/09/17,Varberg,2 - 1,Värnamo,View events,More info
,,Frej,1 - 0,Åtvidaberg,View events,More info
,,Dalkurd,1 - 1,Falkenberg,View events,More info
Sun,10/09/17,Gefle,3 - 2,Norrby,View events,More info
,,Örgryte,3 - 0,Syrianska,,
Mon,11/09/17,Trelleborg,2 - 0,GAIS,,
Tue,12/09/17,Brommapojkarna,1 - 1,Helsingborg,View events,More info
Sat,16/09/17,Åtvidaberg,0 - 1,Syrianska,View events,More info
,,Gefle,0 - 1,Dalkurd,View events,More info
Sun,17/09/17,Falkenberg,1 - 1,Örgryte,View events,More info
,,Norrby,1 - 0,Brommapojkarna,View events,More info
,,Värnamo,2 - 1,Degerfors,View events,More info
Mon,18/09/17,Öster,0 - 1,Trelleborg,View events,More info
,,Helsingborg,2 - 0,Varberg,,
Tue,19/09/17,GAIS,1 - 0,Frej,,
Sat,23/09/17,Degerfors,3 - 1,Frej,View events,More info
,,Brommapojkarna,3 - 1,Åtvidaberg,View events,More info
,,Varberg,1 - 0,Dalkurd,View events,More info
Sun,24/09/17,Norrby,0 - 2,Öster,View events,More info
,,Syrianska,1 - 2,Gefle,View events,More info
,,Helsingborg,0 - 0,Falkenberg,,
Mon,25/09/17,Värnamo,2 - 0,GAIS,,
Tue,26/09/17,Örgryte,2 - 0,Trelleborg,View events,More info
Fri,29/09/17,Falkenberg,1 - 4,Norrby,View events,More info
Sat,30/09/17,Öster,1 - 1,Örgryte,View events,More info
,,Frej,5 - 0,Värnamo,View events,More info
,,GAIS,0 - 0,Brommapojkarna,,More info
Sun,01/10/17,Dalkurd,4 - 2,Syrianska,View events,More info
,,Åtvidaberg,1 - 3,Degerfors,,
