Div,Date,HomeTeam,AwayTeam,FTHG,FTAG
SW0-1718.csv,30/07/17,Östersunds FK,Halmstad,0,0
SW0-1718.csv,30/07/17,IFK Göteborg,Norrköping,4,1
SW0-1718.csv,30/07/17,AIK,Kalmar,0,1
SW0-1718.csv,31/07/17,AFC Eskilstuna,Djurgården,1,2
SW0-1718.csv,31/07/17,Häcken,Örebro,1,1
SW0-1718.csv,05/08/17,Halmstad,Jönköpings Södra,6,1
SW0-1718.csv,05/08/17,Örebro,Elfsborg,2,2
SW0-1718.csv,01/06/17,Norrköping,AIK,0,0
SW0-1718.csv,02/06/17,Elfsborg,Häcken,2,0
SW0-1718.csv,03/06/17,Östersunds FK,GIF Sundsvall,3,1
SW0-1718.csv,03/06/17,Kalmar,Örebro,0,1
SW0-1718.csv,03/06/17,Jönköpings Södra,Malmö FF,1,2
SW0-1718.csv,04/06/17,AFC Eskilstuna,AIK,1,3
SW0-1718.csv,04/06/17,Hammarby,Djurgården,3,1
SW0-1718.csv,04/06/17,Sirius,Halmstad,2,1
SW0-1718.csv,04/06/17,Norrköping,IFK Göteborg,2,0
SW0-1718.csv,01/07/17,GIF Sundsvall,Sirius,1,2
SW0-1718.csv,01/07/17,Malmö FF,AFC Eskilstuna,3,2
SW0-1718.csv,01/07/17,Halmstad,Elfsborg,1,1
SW0-1718.csv,02/07/17,Jönköpings Södra,IFK Göteborg,0,2
SW0-1718.csv,02/07/17,AIK,Östersunds FK,2,2
SW0-1718.csv,02/07/17,Örebro,Norrköping,4,2
SW0-1718.csv,03/07/17,Häcken,Hammarby,2,0
SW0-1718.csv,03/07/17,Djurgården,Kalmar,4,1
SW0-1718.csv,08/07/17,Sirius,AFC Eskilstuna,1,0
SW0-1718.csv,08/07/17,Hammarby,Örebro,3,1
SW0-1718.csv,08/07/17,Häcken,Malmö FF,0,1
SW0-1718.csv,09/07/17,Norrköping,Elfsborg,1,3
SW0-1718.csv,09/07/17,Östersunds FK,Jönköpings Södra,1,1
SW0-1718.csv,09/07/17,Kalmar,AIK,0,1
SW0-1718.csv,10/07/17,IFK Göteborg,Halmstad,1,1
SW0-1718.csv,10/07/17,Djurgården,GIF Sundsvall,2,1
SW0-1718.csv,14/05/17,Malmö FF,Östersunds FK,2,1
SW0-1718.csv,15/05/17,Djurgården,IFK Göteborg,1,0
SW0-1718.csv,16/05/17,Norrköping,Kalmar,2,0
SW0-1718.csv,17/05/17,Östersunds FK,Sirius,0,0
SW0-1718.csv,17/05/17,Hammarby,Malmö FF,1,1
SW0-1718.csv,17/05/17,Häcken,Halmstad,2,1
SW0-1718.csv,17/05/17,Örebro,GIF Sundsvall,0,2
SW0-1718.csv,18/05/17,Jönköpings Södra,Djurgården,1,1
SW0-1718.csv,18/05/17,Elfsborg,AFC Eskilstuna,2,1
SW0-1718.csv,20/05/17,Östersunds FK,Kalmar,2,1
SW0-1718.csv,20/05/17,Halmstad,Örebro,0,0
SW0-1718.csv,21/05/17,AFC Eskilstuna,Häcken,0,0
SW0-1718.csv,21/05/17,Sirius,Hammarby,1,1
SW0-1718.csv,21/05/17,Malmö FF,Norrköping,1,2
SW0-1718.csv,22/05/17,GIF Sundsvall,IFK Göteborg,0,4
SW0-1718.csv,22/05/17,Elfsborg,Jönköpings Södra,3,0
SW0-1718.csv,22/05/17,Djurgården,AIK,0,1
SW0-1718.csv,27/05/17,Kalmar,GIF Sundsvall,3,0
SW0-1718.csv,27/05/17,Djurgården,AFC Eskilstuna,4,1
SW0-1718.csv,27/05/17,Norrköping,Halmstad,3,2
SW0-1718.csv,28/05/17,Hammarby,Jönköpings Södra,2,2
SW0-1718.csv,28/05/17,IFK Göteborg,Elfsborg,1,1
SW0-1718.csv,29/05/17,Häcken,Östersunds FK,0,1
SW0-1718.csv,29/05/17,AIK,Malmö FF,0,1
SW0-1718.csv,29/05/17,Örebro,Sirius,2,1
SW0-1718.csv,27/04/17,Norrköping,Jönköpings Södra,3,0
SW0-1718.csv,27/04/17,Kalmar,Malmö FF,0,0
SW0-1718.csv,27/04/17,AIK,Sirius,1,0
SW0-1718.csv,29/04/17,Hammarby,AFC Eskilstuna,4,0
SW0-1718.csv,30/04/17,AIK,GIF Sundsvall,0,0
SW0-1718.csv,01/05/17,Malmö FF,Örebro,2,1
SW0-1718.csv,01/05/17,Kalmar,Halmstad,2,0
SW0-1718.csv,01/05/17,Sirius,Jönköpings Södra,1,1
SW0-1718.csv,01/05/17,Djurgården,Norrköping,3,3
SW0-1718.csv,02/05/17,Häcken,IFK Göteborg,4,0
SW0-1718.csv,02/05/17,Elfsborg,Östersunds FK,4,4
SW0-1718.csv,05/05/17,Häcken,Sirius,2,2
SW0-1718.csv,06/05/17,Halmstad,AIK,0,1
SW0-1718.csv,07/05/17,Östersunds FK,Hammarby,2,1
SW0-1718.csv,07/05/17,IFK Göteborg,Kalmar,3,0
SW0-1718.csv,07/05/17,Jönköpings Södra,AFC Eskilstuna,1,0
SW0-1718.csv,07/05/17,Örebro,Djurgården,0,4
SW0-1718.csv,08/05/17,Norrköping,GIF Sundsvall,0,0
SW0-1718.csv,08/05/17,Elfsborg,Malmö FF,1,2
SW0-1718.csv,12/05/17,AFC Eskilstuna,Norrköping,1,2
SW0-1718.csv,13/05/17,Kalmar,Häcken,0,1
SW0-1718.csv,13/05/17,AIK,Örebro,1,0
SW0-1718.csv,14/05/17,Halmstad,Hammarby,1,2
SW0-1718.csv,14/05/17,GIF Sundsvall,Jönköpings Södra,0,0
SW0-1718.csv,14/05/17,Sirius,Elfsborg,4,1
SW0-1718.csv,09/04/17,Jönköpings Södra,Halmstad,2,2
SW0-1718.csv,09/04/17,Häcken,Djurgården,0,0
SW0-1718.csv,10/04/17,Elfsborg,AIK,1,2
SW0-1718.csv,11/04/17,Malmö FF,GIF Sundsvall,2,0
SW0-1718.csv,16/04/17,Halmstad,Malmö FF,0,3
SW0-1718.csv,16/04/17,Örebro,Östersunds FK,2,1
SW0-1718.csv,16/04/17,GIF Sundsvall,Häcken,1,2
SW0-1718.csv,16/04/17,Djurgården,Elfsborg,3,0
SW0-1718.csv,17/04/17,Kalmar,Jönköpings Södra,1,3
SW0-1718.csv,17/04/17,AIK,Hammarby,1,2
SW0-1718.csv,17/04/17,Norrköping,Sirius,0,2
SW0-1718.csv,17/04/17,IFK Göteborg,AFC Eskilstuna,1,1
SW0-1718.csv,20/04/17,Elfsborg,Örebro,3,0
SW0-1718.csv,22/04/17,Jönköpings Södra,AIK,2,1
SW0-1718.csv,23/04/17,Hammarby,GIF Sundsvall,0,0
SW0-1718.csv,23/04/17,Häcken,Norrköping,1,2
SW0-1718.csv,23/04/17,AFC Eskilstuna,Halmstad,0,0
SW0-1718.csv,23/04/17,Östersunds FK,IFK Göteborg,1,1
SW0-1718.csv,24/04/17,Sirius,Kalmar,3,0
SW0-1718.csv,24/04/17,Malmö FF,Djurgården,3,2
SW0-1718.csv,26/04/17,AFC Eskilstuna,Östersunds FK,1,3
SW0-1718.csv,26/04/17,GIF Sundsvall,Elfsborg,1,1
SW0-1718.csv,26/04/17,IFK Göteborg,Hammarby,1,1
SW0-1718.csv,26/04/17,Örebro,Häcken,0,0
SW0-1718.csv,27/04/17,Halmstad,Djurgården,0,1
SW0-1718.csv,01/04/17,IFK Göteborg,Malmö FF,1,1
SW0-1718.csv,01/04/17,Halmstad,Östersunds FK,1,0
SW0-1718.csv,02/04/17,GIF Sundsvall,AFC Eskilstuna,3,1
SW0-1718.csv,02/04/17,AIK,Häcken,0,0
SW0-1718.csv,02/04/17,Norrköping,Hammarby,2,1
SW0-1718.csv,03/04/17,Kalmar,Elfsborg,1,5
SW0-1718.csv,03/04/17,Djurgården,Sirius,0,2
SW0-1718.csv,03/04/17,Örebro,Jönköpings Södra,2,1
SW0-1718.csv,08/04/17,AFC Eskilstuna,Örebro,2,2
SW0-1718.csv,09/04/17,Östersunds FK,Norrköping,1,0
SW0-1718.csv,09/04/17,Hammarby,Kalmar,1,1
SW0-1718.csv,09/04/17,Sirius,IFK Göteborg,0,2
SW0-1718.csv,27/08/17,Häcken,Jönköpings Södra,3,1
SW0-1718.csv,27/08/17,Kalmar,Sirius,4,2
SW0-1718.csv,27/08/17,AIK,Djurgården,1,1
SW0-1718.csv,27/08/17,GIF Sundsvall,Örebro,2,1
SW0-1718.csv,27/08/17,Elfsborg,Halmstad,1,0
SW0-1718.csv,27/08/17,Malmö FF,IFK Göteborg,2,2
SW0-1718.csv,09/09/17,Östersunds FK,AFC Eskilstuna,3,0
SW0-1718.csv,10/09/17,Halmstad,Häcken,0,3
SW0-1718.csv,10/09/17,Hammarby,AIK,1,1
SW0-1718.csv,10/09/17,Elfsborg,Kalmar,2,2
SW0-1718.csv,10/09/17,Örebro,Malmö FF,2,1
SW0-1718.csv,10/09/17,Sirius,GIF Sundsvall,0,1
SW0-1718.csv,10/09/17,Jönköpings Södra,Norrköping,1,2
SW0-1718.csv,11/09/17,IFK Göteborg,Djurgården,1,3
SW0-1718.csv,15/09/17,Kalmar,Norrköping,1,1
SW0-1718.csv,16/09/17,IFK Göteborg,Jönköpings Södra,1,1
SW0-1718.csv,16/09/17,Häcken,Elfsborg,3,0
SW0-1718.csv,16/09/17,Djurgården,Örebro,4,1
SW0-1718.csv,17/09/17,Sirius,Östersunds FK,0,5
SW0-1718.csv,17/09/17,AIK,Halmstad,4,1
SW0-1718.csv,17/09/17,Malmö FF,Hammarby,4,0
SW0-1718.csv,18/09/17,AFC Eskilstuna,GIF Sundsvall,1,2
SW0-1718.csv,19/09/17,Norrköping,Häcken,4,1
SW0-1718.csv,19/09/17,Elfsborg,Djurgården,2,2
SW0-1718.csv,20/09/17,Halmstad,Kalmar,1,1
SW0-1718.csv,20/09/17,Östersunds FK,Malmö FF,2,2
SW0-1718.csv,20/09/17,Jönköpings Södra,Sirius,3,1
SW0-1718.csv,20/09/17,Hammarby,IFK Göteborg,2,1
SW0-1718.csv,21/09/17,Örebro,AFC Eskilstuna,2,3
SW0-1718.csv,21/09/17,GIF Sundsvall,AIK,0,0
SW0-1718.csv,23/09/17,Halmstad,Norrköping,2,1
SW0-1718.csv,24/09/17,Kalmar,Östersunds FK,2,1
SW0-1718.csv,24/09/17,Djurgården,Hammarby,1,1
SW0-1718.csv,24/09/17,Jönköpings Södra,GIF Sundsvall,2,2
SW0-1718.csv,24/09/17,Häcken,AIK,1,6
SW0-1718.csv,25/09/17,Sirius,Örebro,3,4
SW0-1718.csv,25/09/17,Malmö FF,Elfsborg,6,0
SW0-1718.csv,25/09/17,AFC Eskilstuna,IFK Göteborg,1,0
SW0-1718.csv,29/09/17,IFK Göteborg,Sirius,4,0
SW0-1718.csv,30/09/17,AFC Eskilstuna,Jönköpings Södra,1,1
SW0-1718.csv,01/10/17,Östersunds FK,Häcken,0,0
SW0-1718.csv,01/10/17,GIF Sundsvall,Djurgården,0,5
SW0-1718.csv,01/10/17,Malmö FF,Halmstad,2,0
SW0-1718.csv,01/10/17,Hammarby,Norrköping,0,2
SW0-1718.csv,01/10/17,AIK,Elfsborg,5,2
SW0-1718.csv,01/10/17,Örebro,Kalmar,1,0
